FEE_PROD_ID,CO_CL_CD,SVC_CD,SKB_CB_CRDT_GR,VAL_1,VAL_2,VAL_3,VAL_4,VAL_5,VAL_6,VAL_7,VAL_8,VAL_9,VAL_10,VAL_11,VAL_12,VAL_13,VAL_14,VAL_15,VAL_16,COL_CNT,COL_AMT
NI00000541,B,I,2,37,N,Y,Y,F,0,NN,0,0,0,5506,5506,4,3,0,0,0,0
NT00000345,B,T,8,64,N,Y,Y,J,0,YN,0,1179,5,0,3323,4,1,0,1,0,0
NT00000537,B,T,1,31,N,Y,Y,F,0,YN,0,0,0,3406,3416,2,3,0,0,0,0
NT00000537,B,T,3,33,N,Y,Y,J,0,YN,0,0,0,2426,3370,1,4,0,0,0,0
NT00000345,B,T,2,34,N,Y,Y,J,0,YN,0,0,0,3657,3657,1,5,0,0,0,0
NP00000927,B,P,1,43,N,N,Y,J,0,YN,0,0,0,5595,5595,0,3,0,0,0,0
NT00000345,B,T,2,45,N,Y,Y,F,0,NN,0,0,0,6436,6436,3,4,0,0,0,0
NT00000327,B,T,2,67,N,Y,Y,F,0,NN,0,0,0,2843,9692,1,2,0,0,0,0
NT00000537,B,T,1,34,N,N,Y,1,0,YN,0,0,0,0,5939,3,0,0,0,0,0
NT00000345,B,T,8,58,N,N,Y,F,0,NN,0,0,2,6109,8440,1,1,0,1,0,0
NT00000537,B,T,1,46,N,Y,Y,J,0,YN,0,0,0,4531,5293,2,5,0,0,0,0
NI00000541,B,I,5,33,N,Y,Y,J,0,NN,0,0,0,4146,4146,1,5,0,0,0,0
NT00000327,B,T,1,36,N,N,Y,F,0,YN,0,0,0,3493,3493,1,2,0,0,0,0
NT00000345,B,T,2,79,N,Y,Y,F,0,NN,0,0,0,781,4828,3,1,0,0,0,0
NT00000392,B,T,2,43,N,N,Y,J,0,YN,0,0,0,5890,7908,1,4,0,0,0,0
NT00000537,B,T,4,48,N,N,Y,J,0,YN,0,0,0,0,0,0,0,0,0,0,0
NI00000541,B,I,2,36,N,N,Y,J,0,YN,0,0,0,4168,5645,2,2,0,0,0,0
NI00000278,B,I,4,48,N,N,Y,J,0,YN,0,0,0,0,0,0,0,0,0,0,0
NI00000542,B,I,3,62,N,Y,Y,F,0,YN,0,0,0,3197,5129,1,6,0,0,0,0
NT00000327,B,T,4,23,N,Y,Y,F,0,NN,0,0,0,0,0,0,0,0,0,0,0
NT00000537,B,T,8,47,N,N,Y,F,0,NN,0,0,1,149,149,0,1,0,1,0,0
NT00000327,B,T,3,62,N,N,Y,F,0,NN,0,0,0,5197,5197,1,2,0,0,0,0
NI00000278,B,I,1,33,N,N,Y,J,0,YN,0,0,0,3288,3888,0,5,0,0,0,0
NI00000541,B,I,1,31,N,Y,Y,J,0,YN,0,0,0,2661,3131,0,4,0,0,0,0
NI00000278,B,I,2,67,N,Y,Y,F,0,NN,0,0,0,2843,9692,1,2,0,0,0,0
NT00000537,B,T,4,52,N,Y,N,1,0,YN,0,0,0,0,2811,0,0,0,0,0,0
NT00000327,B,T,3,31,N,Y,Y,F,0,YN,0,0,0,52,2140,0,1,0,0,0,0
NI00000278,B,I,1,31,N,N,Y,F,0,NN,0,0,0,73,2908,2,1,0,0,0,0
NT00000345,B,T,7,35,N,N,Y,F,0,NN,0,0,0,4070,4070,0,4,0,0,0,0
NI00000541,B,I,1,38,N,Y,Y,J,0,YN,0,0,0,4293,4292,4,4,0,0,0,0
NT00000537,B,T,2,54,N,Y,Y,F,0,YN,0,0,0,4266,5880,0,3,0,0,0,0
NI00000541,B,I,3,34,N,Y,Y,J,0,YN,0,0,0,2530,2530,1,4,0,0,0,0
NI00000278,B,I,2,33,N,N,Y,J,0,YN,0,0,0,1488,2388,2,3,0,0,0,0
NI00000278,B,I,4,32,N,N,Y,K,0,YN,0,0,0,2844,3439,2,6,0,0,0,0
NT00000345,B,T,3,41,N,Y,Y,J,0,YN,0,0,0,1270,5838,2,1,0,0,0,0
NT00000345,B,T,2,29,N,Y,Y,F,0,YN,0,0,0,2203,2157,1,6,0,0,0,0
NI00000541,B,I,3,36,N,Y,Y,J,0,YN,0,0,0,2875,2875,0,3,0,0,0,0
NI00000541,B,I,1,33,N,Y,N,1,0,YN,0,0,0,5027,5027,9,4,0,0,0,0
NI00000541,B,I,2,24,N,N,Y,J,0,YN,0,0,0,1034,1034,5,3,0,0,0,0
NP00000029,B,P,8,34,N,N,Y,2,0,YN,0,0,9,3876,3876,3,1,44,7,0,0
NT00000303,B,T,3,31,N,Y,Y,F,0,NN,0,0,0,1759,3082,2,2,0,0,0,0
NI00000541,B,I,2,29,N,Y,Y,J,0,YN,0,0,0,3127,3326,0,3,0,0,0,0
NI00000541,B,I,2,34,N,Y,Y,J,0,YN,0,0,0,3657,3657,1,5,0,0,0,0
NT00000327,B,T,2,33,N,N,Y,J,0,YN,0,0,0,1488,2388,2,3,0,0,0,0
NT00000537,B,T,3,40,N,Y,Y,J,1,YY,0,0,0,1496,7439,9,4,0,0,0,0
NI00000278,B,I,5,20,N,Y,Y,J,0,YN,0,0,0,0,0,0,0,0,0,0,0
NI00000541,B,I,3,44,N,N,Y,F,0,NN,0,0,0,1368,3278,3,3,0,0,0,0
NT00000345,B,T,6,38,N,Y,Y,F,0,YN,0,0,0,5546,5546,1,3,0,0,0,0
NI00000541,B,I,3,41,N,Y,Y,J,0,YN,0,0,0,1270,5838,2,1,0,0,0,0
NT00000345,B,T,1,38,N,Y,Y,J,0,YN,0,0,0,4293,4292,4,4,0,0,0,0
NT00000537,B,T,3,27,N,N,Y,2,0,YN,0,0,0,639,639,0,3,0,0,0,0
NI00000278,B,I,1,33,N,N,N,1,0,YN,0,0,0,2763,2763,2,2,0,0,0,0
NT00000345,B,T,6,26,N,N,Y,F,0,YN,0,0,0,0,0,0,0,0,0,0,0
NI00000278,B,I,1,39,N,N,Y,J,0,YN,0,0,0,849,3326,1,1,0,0,0,0
NT00000327,B,T,2,55,N,N,Y,F,0,NN,0,0,0,8971,8527,0,8,0,0,0,0
NT00000537,B,T,5,35,N,N,Y,F,0,NN,0,0,0,3083,4595,1,2,0,0,0,0
NI00000541,B,I,1,54,N,Y,Y,J,0,YN,0,0,0,1123,2613,3,1,0,0,0,0
NI00000278,B,I,3,56,N,N,Y,F,0,NN,0,0,0,2378,2378,1,2,0,0,0,0
NT00000345,B,T,1,35,N,Y,Y,F,0,YN,0,0,0,3189,3245,4,5,0,0,0,0
NT00000345,B,T,2,36,N,N,Y,J,0,YN,0,0,0,4168,5645,2,2,0,0,0,0
NI00000278,B,I,1,42,N,N,Y,F,0,YN,0,0,0,5724,5724,0,2,0,0,0,0
NI00000541,B,I,2,28,N,N,Y,J,0,YN,0,0,0,1132,1431,2,3,0,0,0,0
NP00000055,B,P,1,42,N,Y,Y,F,0,YN,0,0,0,6212,6212,3,3,0,0,0,0
NT00000345,B,T,1,32,N,N,Y,J,0,YN,0,0,0,2977,3239,2,7,0,0,0,0
NT00000345,B,T,5,33,N,Y,Y,J,0,NN,0,0,0,4146,4146,1,5,0,0,0,0
NI00000542,B,I,1,40,N,N,Y,F,0,YN,0,0,0,4189,6013,3,2,0,0,0,0
NI00000278,B,I,5,50,N,N,Y,F,0,YN,0,0,0,3643,3643,1,3,0,0,0,0
NT00000327,B,T,2,41,N,N,Y,F,0,NN,0,0,0,4917,6282,0,7,0,0,0,0
NI00000278,B,I,1,41,N,Y,Y,F,0,NN,0,0,0,3499,3796,1,3,0,0,0,0
NI00000541,B,I,2,56,N,Y,Y,F,0,YN,0,0,0,1532,1787,1,3,0,0,0,0
NI00000542,B,I,9,47,N,N,Y,J,0,YN,0,575,8,3336,3531,2,1,0,2,0,0
NI00000278,B,I,1,43,N,N,Y,J,0,YN,0,0,0,3356,3356,2,2,0,0,0,0
NT00000327,B,T,1,33,N,N,N,1,0,YN,0,0,0,2762,2763,0,5,0,0,0,0
NT00000345,B,T,5,44,N,Y,Y,F,0,NN,0,0,0,8965,8965,0,3,0,0,0,0
NT00000533,B,T,1,45,N,N,Y,J,0,YN,0,0,0,2972,5948,2,2,0,0,0,0
NT00000327,B,T,2,43,N,Y,Y,J,0,YN,0,0,0,6459,6459,4,7,0,0,0,0
NI00000541,B,I,2,43,N,N,Y,J,0,YN,0,0,0,5890,7908,1,4,0,0,0,0
NT00000327,B,T,3,32,N,N,Y,J,0,YN,0,0,0,2046,2046,0,8,0,0,0,0
NT00000345,B,T,2,52,N,Y,Y,J,0,YN,0,0,0,9936,9936,1,5,0,0,0,0
NT00000345,B,T,1,47,N,Y,Y,J,0,YN,0,0,0,8176,8176,0,5,0,0,0,0
NI00000542,B,I,7,35,N,N,Y,F,0,NN,0,0,0,4070,4070,0,4,0,0,0,0
NI00000278,B,I,1,40,N,Y,Y,F,0,NN,0,0,0,5482,5482,0,4,0,0,0,0
NT00000327,B,T,1,33,N,N,N,1,0,YN,0,0,0,2763,2763,2,2,0,0,0,0
NT00000345,B,T,1,54,N,Y,Y,J,0,YN,0,0,0,1123,2613,3,1,0,0,0,0
NT00000345,B,T,1,51,N,N,Y,J,0,YN,0,0,0,2455,6111,2,3,0,0,0,0
NT00000327,B,T,9,32,N,N,Y,F,0,NN,0,205,3,919,1863,1,1,166,1,0,0
NT00000537,B,T,2,51,N,Y,Y,J,0,YN,0,0,0,5877,8738,0,3,0,0,0,0
NI00000541,B,I,1,43,N,N,Y,J,0,YN,0,0,0,5595,5595,0,3,0,0,0,0
NT00000537,B,T,2,28,N,Y,Y,J,0,YN,0,0,0,240,1744,7,4,0,0,0,0
NI00000278,B,I,7,20,N,N,Y,J,0,YN,0,0,0,709,709,0,3,0,0,0,0
NT00000345,B,T,1,36,N,Y,Y,J,0,YN,0,0,0,5043,5043,2,2,0,0,0,0
NT00000537,B,T,5,20,N,Y,Y,J,0,YN,0,0,0,0,0,0,0,0,0,0,0
NT00000327,B,T,3,56,N,N,Y,F,0,NN,0,0,0,2378,2378,1,2,0,0,0,0
NT00000345,B,T,4,39,N,N,Y,J,0,YN,0,0,0,5107,5107,1,2,0,0,0,0
NT00000537,B,T,1,40,N,Y,Y,F,0,NN,0,0,0,5482,5482,0,4,0,0,0,0
NI00000278,B,I,3,31,N,Y,Y,F,0,NN,0,0,0,1759,3082,2,2,0,0,0,0
NT00000345,B,T,1,42,N,Y,Y,F,0,NN,0,0,0,4120,7526,1,2,0,0,0,0
NI00000278,B,I,2,31,N,Y,Y,J,0,YN,0,0,0,802,2515,0,2,0,0,0,0
NI00000278,B,I,2,35,N,Y,Y,J,0,YN,0,0,0,2986,2986,0,4,0,0,0,0
NT00000537,B,T,4,59,N,Y,Y,J,0,YN,0,0,0,11011,11011,2,4,0,0,0,0
NT00000537,B,T,4,60,N,N,Y,G,0,YN,0,0,0,3300,3300,0,3,0,0,0,0
NI00000541,B,I,3,28,N,N,Y,F,0,YN,0,0,0,947,1879,2,3,0,0,0,0
NT00000537,B,T,7,39,N,N,Y,F,0,NN,0,0,0,2105,2105,1,3,0,0,4,38040
NT00000345,B,T,2,47,N,Y,N,1,0,YN,0,0,0,867,1371,0,3,0,0,5,196700
NI00000278,B,I,9,39,N,N,Y,J,0,YN,0,674,5,1395,5177,1,3,0,1,4,82182
NT00000537,B,T,9,39,N,N,Y,J,0,YN,0,674,5,1395,5177,1,3,0,1,4,82819
NT00000537,B,T,9,38,N,N,Y,J,0,YN,0,1018,5,3582,5438,2,1,0,1,2,34650
NI00000278,B,I,9,38,N,N,Y,J,0,YN,0,1018,5,3582,5438,2,1,0,1,2,34064
NI00000541,B,I,1,41,N,Y,Y,J,0,YN,0,0,0,5945,5945,1,3,0,0,2,47234
NT00000345,B,T,8,60,N,Y,N,1,0,YN,0,223,8,5423,5423,1,3,148,1,2,27350
NT00000537,B,T,4,62,N,Y,Y,F,1,NY,0,0,0,0,7343,0,0,0,0,4,48117
NT00000345,B,T,1,41,N,Y,Y,J,0,YN,0,0,0,5945,5945,1,3,0,0,1,25194
NT00000345,B,T,2,34,N,N,Y,J,0,YN,0,0,0,5722,5722,0,7,0,0,1,6670
NI00000541,B,I,6,46,N,Y,Y,J,0,YN,0,0,0,1318,5266,1,3,0,0,5,203642
NT00000345,B,T,4,45,N,Y,Y,1,0,YN,0,0,0,2146,5183,1,2,0,0,2,19605
NI00000541,B,I,6,24,N,N,Y,J,0,YN,0,0,0,370,936,0,2,0,0,3,974094
NT00000345,B,T,6,46,N,Y,Y,J,0,YN,0,0,0,1318,5266,1,3,0,0,5,93809
NT00000345,B,T,6,24,N,N,Y,J,0,YN,0,0,0,370,936,0,2,0,0,3,483208
NI00000278,B,I,4,62,N,Y,Y,F,1,NY,0,0,0,0,7343,0,0,0,0,4,61024
NT00000537,B,T,1,31,N,N,Y,F,0,YN,0,0,0,1804,2237,2,4,0,0,3,29790
NT00000281,B,T,6,49,N,N,N,1,0,YN,0,0,0,4633,5947,1,3,0,0,1,27320
NT00000537,B,T,2,30,N,N,Y,F,0,YN,0,0,0,2153,2153,0,2,0,0,1,7830
NT00000345,B,T,4,60,N,Y,Y,J,0,YN,0,0,0,824,1880,3,2,0,0,0,0
NI00000541,B,I,2,42,N,Y,Y,J,0,YN,0,0,0,3648,6435,1,2,0,0,0,0
NT00000345,B,T,4,24,N,Y,Y,J,0,YN,0,0,0,0,0,0,0,0,0,0,0
NI00000278,B,I,2,30,N,N,Y,F,0,YN,0,0,0,2153,2153,0,2,0,0,0,0
NT00000345,B,T,4,45,N,N,Y,J,0,YN,0,0,0,2890,6628,1,2,0,0,0,0
NT00000345,B,T,3,27,N,N,Y,J,0,YN,0,0,0,1985,1985,0,2,0,0,0,0
NI00000541,B,I,4,31,N,Y,Y,J,0,YN,0,0,0,0,3183,0,0,0,0,0,0
NT00000345,B,T,3,32,N,Y,Y,J,0,YN,0,0,0,3642,3642,0,1,0,0,0,0
NI00000541,B,I,5,30,N,Y,Y,J,0,YN,0,0,0,0,2834,1,0,0,0,0,0
NT00000345,B,T,2,33,N,N,Y,J,0,YN,0,0,0,3553,3553,1,2,0,0,0,0
NT00000299,B,T,1,50,N,N,Y,F,0,NN,0,0,0,8336,8336,0,6,0,0,0,0
NT00000345,B,T,1,32,N,Y,Y,F,0,NN,0,0,0,3618,5156,1,4,0,0,0,0
NT00000335,B,T,4,39,N,N,Y,F,0,YN,0,0,0,5653,5662,1,2,0,0,0,0
NT00000358,B,T,4,39,N,N,Y,F,0,YN,0,0,0,5653,5662,1,2,0,0,0,0
NP00000430,B,P,2,79,N,Y,Y,F,0,NN,0,0,0,782,4829,3,1,0,0,0,0
NI00000278,B,I,1,32,N,Y,Y,J,0,YN,0,0,0,3589,3873,1,2,0,0,0,0
NT00000345,B,T,4,60,N,Y,Y,J,0,YN,0,0,0,824,1880,3,2,0,0,0,0
NT00000537,B,T,2,49,N,N,Y,J,0,YN,0,0,0,5890,5890,3,1,0,0,0,0
NT00000345,B,T,1,41,N,Y,N,1,0,YN,0,0,0,1586,5028,1,2,0,0,0,0
NT00000537,B,T,9,59,N,Y,Y,F,0,NN,0,1033,4,0,1824,1,1,0,1,0,0
NI00000541,B,I,3,32,N,Y,Y,J,0,YN,0,0,0,3642,3642,0,1,0,0,0,0
NI00000541,B,I,4,24,N,Y,Y,J,0,YN,0,0,0,0,0,0,0,0,0,0,0
NT00000345,B,T,1,37,N,Y,Y,F,0,YN,0,0,0,1796,5951,0,2,0,0,0,0
NI00000541,B,I,3,32,N,N,Y,2,0,YN,0,0,0,2190,2190,1,4,0,0,0,0
NI00000541,B,I,4,60,N,Y,Y,J,0,YN,0,0,0,824,1880,3,2,0,0,0,0
NI00000278,B,I,1,62,N,Y,Y,F,0,YN,0,0,0,1404,5545,2,2,0,0,0,0
NI00000541,B,I,2,29,N,N,Y,J,0,YN,0,0,0,3159,3159,0,3,0,0,0,0
NT00000317,B,T,1,41,N,Y,Y,F,0,YN,0,0,0,7653,7653,2,6,0,0,0,0
NI00000541,B,I,7,38,N,Y,Y,J,0,YN,0,0,0,4091,4667,1,2,0,1,0,0
NP00000041,B,P,1,62,N,Y,Y,F,0,YN,0,0,0,1404,5545,2,2,0,0,0,0
NT00000537,B,T,1,52,N,Y,Y,J,0,YN,0,0,0,2855,5535,4,2,0,0,0,0
NT00000345,B,T,7,38,N,Y,Y,J,0,YN,0,0,0,4091,4667,1,2,0,1,0,0
NI00000278,B,I,1,53,N,N,Y,F,0,NN,0,0,0,5589,5589,0,4,0,0,0,0
NT00000537,B,T,3,46,N,Y,N,1,0,YN,0,0,0,8579,8579,1,6,0,0,0,0
NT00000345,B,T,4,31,N,Y,Y,J,0,YN,0,0,0,0,3183,0,0,0,0,0,0
NI00000541,B,I,2,33,N,N,Y,J,0,YN,0,0,0,3553,3553,1,2,0,0,0,0
NT00000345,B,T,1,38,N,Y,Y,J,0,YN,0,0,0,3469,5310,0,3,0,0,0,0
NT00000537,B,T,2,37,N,Y,Y,J,0,YN,0,0,0,4256,3790,5,8,0,0,0,0
NT00000345,B,T,5,30,N,Y,Y,J,0,YN,0,0,0,0,2834,1,0,0,0,0,0
NI00000278,B,I,1,52,N,N,Y,J,0,YN,0,0,0,174,6109,0,1,0,0,0,0
NT00000345,B,T,1,48,N,N,N,1,0,YN,0,0,0,431,431,0,1,0,0,0,0
NI00000541,B,I,3,29,N,Y,Y,J,0,YN,0,0,0,2544,2544,0,2,0,0,0,0
NI00000541,B,I,5,23,N,N,Y,1,0,YN,0,0,0,0,0,0,0,0,0,0,0
NI00000541,B,I,2,34,N,N,Y,J,0,YN,0,0,0,3078,3078,1,5,0,0,0,0
NT00000317,B,T,2,49,N,Y,Y,F,0,YN,0,0,0,7856,7856,3,7,0,0,0,0
NI00000541,B,I,1,48,N,N,N,1,0,YN,0,0,0,431,431,0,1,0,0,0,0
NT00000537,B,T,3,29,N,Y,Y,J,0,YN,0,0,0,2802,2802,1,6,0,0,0,0
NT00000327,B,T,1,52,N,N,Y,J,0,YN,0,0,0,174,6109,0,1,0,0,0,0
NT00000281,B,T,1,67,N,Y,Y,F,0,YN,0,0,0,5570,5583,2,6,0,0,0,0
NI00000541,B,I,1,37,N,Y,Y,F,0,YN,0,0,0,1796,5951,0,2,0,0,0,0
NT00000345,B,T,2,50,N,N,Y,F,0,YN,0,0,0,0,5687,1,0,0,0,0,0
NT00000537,B,T,2,33,N,Y,Y,F,0,YN,0,0,0,2042,3155,2,2,0,0,0,0
NT00000345,B,T,2,33,N,Y,Y,F,0,YN,0,0,0,2042,3155,2,2,0,0,0,0
NT00000537,B,T,2,32,N,Y,Y,J,0,YN,0,0,0,773,2782,0,1,0,0,0,0
NI00000278,B,I,3,32,N,N,Y,J,0,YN,0,0,0,2168,2168,3,4,0,0,0,0
NI00000541,B,I,1,34,N,Y,Y,J,0,YN,0,0,0,2245,2441,1,5,0,0,0,0
NI00000541,B,I,2,33,N,Y,Y,F,0,YN,0,0,0,2042,3155,2,2,0,0,0,0
NT00000537,B,T,1,34,N,Y,Y,J,0,YN,0,0,0,3422,3422,0,1,0,0,0,0
NT00000539,B,T,1,48,N,Y,Y,J,0,YN,0,0,0,2171,8417,2,3,0,0,0,0
NI00000278,B,I,2,32,N,Y,Y,J,0,NN,0,0,0,2204,2204,3,3,0,0,0,0
NI00000541,B,I,2,50,N,N,Y,F,0,YN,0,0,0,0,5687,1,0,0,0,0,0
NI00000278,B,I,9,59,N,Y,Y,F,0,NN,0,1033,4,0,1824,1,1,0,1,0,0
NI00000541,B,I,1,32,N,Y,Y,F,0,NN,0,0,0,3618,5156,1,4,0,0,0,0
NI00000278,B,I,1,45,N,Y,Y,J,0,YN,0,0,0,1992,5912,1,5,0,0,0,0
NT00000537,B,T,1,45,N,Y,Y,J,0,YN,0,0,0,1992,5912,1,5,0,0,0,0
NT00000345,B,T,2,42,N,Y,Y,J,0,YN,0,0,0,3648,6435,1,2,0,0,0,0
NT00000345,B,T,1,37,N,N,Y,J,0,YN,0,0,0,2526,2852,2,4,0,0,0,0
NT00000327,B,T,1,62,N,Y,Y,F,0,YN,0,0,0,1404,5545,2,2,0,0,0,0
NT00000345,B,T,2,34,N,N,Y,J,0,YN,0,0,0,3078,3078,1,5,0,0,0,0
NT00000537,B,T,1,53,N,N,Y,F,0,NN,0,0,0,5589,5589,0,4,0,0,0,0
NT00000345,B,T,3,32,N,N,Y,2,0,YN,0,0,0,2190,2190,1,4,0,0,0,0
NT00000345,B,T,1,57,N,Y,Y,J,0,YN,0,0,0,3587,3587,1,2,0,0,0,0
NI00000541,B,I,1,59,N,Y,Y,J,0,YN,0,0,0,1150,2958,0,1,0,0,0,0
NT00000345,B,T,1,34,N,Y,Y,J,0,YN,0,0,0,2245,2441,1,5,0,0,0,0
NT00000537,B,T,2,24,N,N,Y,F,0,YN,0,0,0,930,930,0,1,0,0,0,0
NT00000299,B,T,9,51,N,Y,Y,F,0,YN,0,348,8,2609,5776,1,2,224,1,0,0
NI00000541,B,I,1,57,N,Y,Y,J,0,YN,0,0,0,3587,3587,1,2,0,0,0,0
NT00000327,B,T,2,49,N,Y,Y,F,0,YN,0,0,0,7193,7992,3,7,0,0,0,0
NI00000278,B,I,2,49,N,N,Y,J,0,YN,0,0,0,5890,5890,3,1,0,0,0,0
NT00000317,B,T,1,46,N,Y,N,1,0,YN,0,0,0,4498,9542,0,2,0,0,0,0
NI00000541,B,I,1,38,N,Y,Y,J,0,YN,0,0,0,3469,5310,0,3,0,0,0,0
NT00000309,B,T,3,32,N,N,Y,J,0,YN,0,0,0,2168,2168,3,4,0,0,0,0
NT00000321,B,T,1,67,N,Y,Y,F,0,YN,0,0,0,5570,5583,2,6,0,0,0,0
NI00000278,B,I,2,32,N,Y,Y,J,0,YN,0,0,0,773,2782,0,1,0,0,0,0
NT00000345,B,T,2,29,N,N,Y,J,0,YN,0,0,0,3159,3159,0,3,0,0,0,0
NP00000041,B,P,1,62,N,Y,Y,F,0,YN,0,0,0,1404,5545,2,2,0,0,0,0
NT00000345,B,T,1,59,N,Y,Y,J,0,YN,0,0,0,1150,2958,0,1,0,0,0,0
NI00000541,B,I,4,45,N,N,Y,J,0,YN,0,0,0,2890,6628,1,2,0,0,0,0
NT00000537,B,T,2,28,N,Y,N,1,0,YN,0,0,0,2162,2162,0,2,0,0,0,0
NT00000345,B,T,4,60,N,Y,Y,J,0,YN,0,0,0,824,1880,3,2,0,0,0,0
NT00000345,B,T,5,23,N,N,Y,1,0,YN,0,0,0,0,0,0,0,0,0,0,0
NI00000541,B,I,1,37,N,N,Y,J,0,YN,0,0,0,2526,2852,2,4,0,0,0,0
NI00000278,B,I,1,50,N,N,Y,F,0,NN,0,0,0,8336,8336,0,6,0,0,0,0
NT00000299,B,T,1,50,N,N,Y,F,0,NN,0,0,0,8336,8336,0,6,0,0,0,0
NT00000327,B,T,2,43,N,N,N,1,0,YN,0,0,0,2862,2862,1,2,0,0,0,0
NI00000278,B,I,1,67,N,Y,Y,F,0,YN,0,0,0,5570,5583,2,6,0,0,0,0
NT00000345,B,T,1,32,N,Y,Y,J,0,YN,0,0,0,2272,2272,2,4,0,0,0,0
NI00000541,B,I,3,27,N,N,Y,J,0,YN,0,0,0,1985,1985,0,2,0,0,0,0
NT00000537,B,T,1,66,N,Y,N,1,0,YN,0,0,0,11792,11792,1,3,0,0,0,0
NI00000278,B,I,1,32,N,Y,Y,J,0,YN,0,0,0,2272,2272,2,4,0,0,0,0
NI00000541,B,I,1,31,N,N,Y,J,0,YN,0,0,0,2422,2422,0,4,0,0,0,0
NT00000392,B,T,1,31,N,N,Y,J,0,YN,0,0,0,2422,2422,0,4,0,0,0,0
NI00000278,B,I,5,29,N,Y,Y,F,0,NN,0,0,0,140,3212,2,1,0,0,3,52265
NT00000537,B,T,5,29,N,Y,Y,F,0,NN,0,0,0,140,3212,2,1,0,0,3,98273
NT00000345,B,T,3,30,N,Y,N,1,0,YN,0,0,0,2298,2471,0,3,0,0,2,42730
NI00000542,B,I,7,41,N,N,Y,F,0,NN,0,0,0,0,3347,0,0,0,0,5,150470
NI00000541,B,I,3,30,N,Y,N,1,0,YN,0,0,0,2298,2471,0,3,0,0,2,130500
NT00000345,B,T,7,41,N,N,Y,F,0,NN,0,0,0,0,3347,0,0,0,0,5,128780
NI00000047,B,I,1,32,N,Y,Y,J,0,YN,0,0,0,2113,2113,1,5,0,0,0,0
NI00000541,B,I,3,34,N,Y,Y,J,1,YY,0,0,0,1660,4907,1,2,0,0,0,0
NT00000537,B,T,1,53,N,N,Y,F,0,NN,0,0,0,3295,5740,3,4,0,0,0,0
NI00000278,B,I,1,41,N,N,Y,1,0,YN,0,0,0,5735,6297,3,5,0,0,0,0
NI00000278,B,I,6,52,N,N,Y,F,0,NN,0,0,0,5678,5678,0,7,0,0,0,0
NT00000537,B,T,6,52,N,N,Y,F,0,NN,0,0,0,5678,5678,0,7,0,0,0,0
NT00000537,B,T,1,41,N,N,Y,1,0,YN,0,0,0,5735,6297,3,5,0,0,0,0
NI00000278,B,I,1,46,N,Y,Y,F,0,YN,0,0,0,3362,5803,4,2,0,0,0,0
NT00000299,B,T,6,52,N,N,Y,F,0,NN,0,0,0,5678,5678,0,7,0,0,0,0
NI00000278,B,I,1,53,N,N,Y,F,0,NN,0,0,0,3295,5740,3,4,0,0,0,0
NT00000537,B,T,1,46,N,Y,Y,F,0,YN,0,0,0,3362,5803,4,2,0,0,0,0
NT00000345,B,T,3,34,N,Y,Y,J,1,YY,0,0,0,1660,4907,1,2,0,0,0,0
NT00000537,B,T,6,34,N,N,Y,F,0,YN,0,0,0,3124,3124,1,4,0,0,1,17468
NI00000278,B,I,6,34,N,N,Y,F,0,YN,0,0,0,3124,3124,1,4,0,0,1,20691
NT00000345,B,T,6,44,N,Y,N,1,0,YN,0,0,0,7213,7377,1,3,0,0,2,83149
NT00000537,B,T,1,40,N,Y,Y,F,0,NN,0,0,0,3706,5428,6,3,0,0,1,26826
NT00000537,B,T,7,39,N,N,Y,F,1,NY,0,0,0,0,0,0,0,0,0,1,5151
NI00000278,B,I,1,40,N,Y,Y,F,0,NN,0,0,0,3706,5428,6,3,0,0,1,37328
NT00000327,B,T,7,41,N,N,Y,F,0,NN,0,0,0,0,3348,0,0,0,0,5,165978
NI00000541,B,I,6,44,N,Y,N,1,0,YN,0,0,0,7213,7377,1,3,0,0,2,48158
NI00000278,B,I,7,39,N,N,Y,F,1,NY,0,0,0,0,0,0,0,0,0,0,0
NT00000345,B,T,1,47,N,Y,Y,J,0,YN,0,0,0,6034,4774,1,5,0,0,0,0
NT00000339,B,T,2,43,N,Y,Y,F,0,YN,0,0,0,7281,7281,3,3,0,0,0,0
NI00000278,B,I,2,46,N,Y,Y,J,0,YN,0,0,0,5337,6503,1,4,0,0,0,0
NI00000541,B,I,1,47,N,Y,Y,J,0,YN,0,0,0,6034,4774,1,5,0,0,0,0
NI00000278,B,I,1,49,N,Y,Y,F,0,YN,0,0,0,6445,6445,1,5,0,0,0,0
NT00000281,B,T,1,47,N,Y,Y,J,0,YN,0,0,0,6034,4774,1,5,0,0,0,0
NI00000278,B,I,2,43,N,Y,Y,F,0,YN,0,0,0,7281,7281,3,3,0,0,0,0
NT00000537,B,T,1,49,N,Y,Y,F,0,YN,0,0,0,6445,6445,1,5,0,0,0,0
NT00000345,B,T,2,46,N,Y,Y,J,0,YN,0,0,0,5337,6503,1,4,0,0,0,0
NT00000345,B,T,2,34,N,Y,Y,J,0,YN,0,0,0,3105,3115,6,5,0,0,0,0
NT00000345,B,T,3,42,N,N,Y,J,0,YN,0,0,0,6067,6067,0,2,0,0,0,0
NT00000345,B,T,1,53,N,Y,Y,J,0,YN,0,0,0,8508,8508,0,3,0,0,0,0
NI00000541,B,I,1,52,N,N,Y,J,0,YN,0,0,0,7386,7386,0,3,0,0,0,0
